File version	
File path	C:\Users\Vincent\Desktop\Data\AbductionRight_9397.csv
Subject's name	001
Subject's age	30
Subject's height	170
Subject's weight	70
Time start	12/11/2020 - 11:20:34.949
Configuration information	
samplingRatesIndex	6	accelActive	1	gyroActive	1	magActive	1	ecgActive	0	emgActive	0	gsrActive	0	anex0Active	0	anex7Active	0	strainActive	0	heartActive	0	VReg	0	PMux	0	accelRangeIndex	1	gsrRangeIndex	1






TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132521268496180166,2943,2267,1768,1925,1725,1897,-739,155,222
132521268496282100,2981,2241,1851,1957,1747,1891,-739,155,222
132521268496456357,2988,2284,1962,1975,1775,1909,-739,155,222
132521268497090069,3034,2296,2067,1975,1763,1942,-744,153,207
132521268497108053,3188,2314,2250,1991,1799,1961,-744,153,207
132521268497406717,3253,2274,2402,2031,1850,1950,-744,153,207
132521268497416255,3324,2332,2561,2098,1761,1963,-744,153,207
132521268497556832,3398,2314,2527,2194,1668,1970,-765,143,182
132521268497656541,3486,2361,2478,2254,1639,1944,-765,143,182
132521268497882417,3507,2351,2401,2301,1628,1922,-765,143,182
132521268497982197,3531,2385,2377,2333,1587,1913,-793,139,124
132521268498242493,3557,2367,2314,2368,1560,1914,-793,139,124
132521268498645457,3565,2381,2217,2411,1559,1915,-793,139,124
132521268498666627,3625,2385,2194,2426,1605,1919,-793,139,124
132521268498842386,3532,2419,2177,2444,1640,1941,-807,129,38
132521268499170375,3581,2404,2141,2473,1672,1954,-807,129,38
132521268499182467,3578,2381,2143,2474,1628,1955,-807,129,38
132521268499383159,3491,2361,2076,2497,1599,1959,-799,121,-106
132521268499679892,3471,2302,1990,2509,1618,1943,-799,121,-106
132521268499882760,3368,2267,1931,2499,1605,1932,-799,121,-106
132521268499983495,3247,2292,1917,2474,1568,1926,-799,121,-106
132521268500254420,3161,2307,1933,2446,1554,1921,-730,138,-227
132521268500393668,3075,2270,1972,2432,1581,1921,-730,138,-227
132521268500695073,2988,2231,1937,2443,1630,1917,-730,138,-227
132521268501042957,2961,2243,1903,2412,1594,1897,-638,167,-277
132521268501057024,2793,2240,1943,2360,1522,1885,-638,167,-277
132521268501167846,2655,2235,1881,2335,1516,1882,-638,167,-277
132521268501390332,2521,2207,1792,2311,1576,1886,-638,167,-277
132521268501542729,2421,2209,1793,2280,1635,1882,-576,193,-315
132521268501783197,2299,2215,1782,2233,1677,1895,-576,193,-315
132521268502039960,2231,2218,1826,2172,1657,1905,-576,193,-315
132521268502056725,2144,2149,1872,2116,1624,1916,-539,208,-352
132521268502375416,2040,2035,1826,2096,1618,1919,-539,208,-352
132521268502657436,1971,2061,1788,2079,1639,1887,-539,208,-352
132521268502672638,1933,2071,1762,2041,1669,1878,-539,208,-352
132521268503043494,1888,2056,1759,1997,1683,1876,-511,229,-352
132521268503054242,1849,1999,1694,1967,1678,1869,-511,229,-352
132521268503392736,1841,1998,1688,1912,1717,1849,-511,229,-352
132521268503641666,1795,2075,1682,1856,1700,1831,-499,242,-360
132521268503657583,1805,2211,1702,1798,1655,1825,-499,242,-360
132521268504042718,1866,2223,1781,1758,1687,1867,-499,242,-360
132521268504352540,1912,2120,1714,1735,1772,1898,-521,241,-335
132521268504357925,2027,2041,1697,1695,1799,1890,-521,241,-335
132521268504656636,2105,2091,1788,1628,1756,1871,-521,241,-335
132521268505145934,2192,2059,1802,1608,1765,1870,-521,241,-335
132521268505158575,2344,2058,1743,1599,1815,1854,-555,239,-319
132521268505182387,2518,2052,1771,1547,1851,1848,-555,239,-319
132521268505505737,2548,2177,1891,1472,1784,1826,-555,239,-319
132521268505517637,2619,2237,1973,1447,1732,1825,-595,228,-272
132521268505744578,2775,2183,2028,1472,1743,1821,-595,228,-272
132521268505977057,2848,2274,1997,1470,1799,1849,-595,228,-272
132521268506057866,2927,2186,1964,1465,1853,1880,-595,228,-272
132521268506358220,3062,2188,2004,1452,1881,1882,-641,226,-219
132521268506640729,3188,2211,2075,1428,1849,1851,-641,226,-219
132521268506657404,3222,2227,2157,1412,1806,1863,-641,226,-219
132521268506845607,3263,2241,2110,1424,1787,1865,-717,207,-170
132521268506980086,3392,2277,2117,1429,1788,1863,-717,207,-170
132521268507243688,3328,2293,2211,1401,1773,1887,-717,207,-170
132521268507441274,3340,2256,2292,1419,1739,1916,-717,207,-170
132521268507593874,3464,2219,2245,1486,1775,1922,-777,205,-61
132521268507857798,3449,2160,2260,1509,1859,1923,-777,205,-61
132521268508166358,3414,2155,2350,1513,1885,1925,-777,205,-61
132521268508430245,3397,2141,2394,1553,1815,1899,-783,184,43
132521268508443150,3404,2161,2332,1611,1762,1897,-783,184,43
132521268508857133,3458,2196,2292,1630,1802,1894,-783,184,43
132521268508871030,3293,2171,2228,1646,1828,1892,-783,184,43
132521268509130659,3233,2182,2129,1661,1796,1887,-775,182,115
132521268509277593,3161,2220,2098,1671,1723,1895,-775,182,115
132521268509444408,3140,2251,2062,1715,1723,1910,-775,182,115
132521268509568413,3136,2211,1972,1757,1777,1921,-761,182,152
132521268509947063,3076,2222,1920,1770,1797,1934,-761,182,152
132521268510053845,3013,2223,1869,1755,1761,1943,-761,182,152
132521268510254060,3037,2241,1902,1748,1760,1952,-761,182,152
132521268510393950,3034,2232,1983,1767,1835,1958,-752,160,176
132521268510468263,2997,2185,1952,1804,1877,1953,-752,160,176
132521268510744236,2979,2166,1939,1810,1818,1944,-752,160,176
132521268511133320,2955,2132,1955,1814,1758,1934,-752,163,200
132521268511143593,2932,2137,1951,1844,1751,1925,-752,163,200
132521268511430540,2951,2118,1851,1894,1757,1916,-752,163,200
132521268511752997,2935,2150,1777,1914,1740,1913,-752,163,200
132521268511768553,2948,2155,1708,1914,1718,1913,-753,158,207
132521268512096159,2945,2138,1646,1904,1740,1904,-753,158,207
132521268512366273,2901,2157,1678,1887,1738,1895,-753,158,207
132521268512554493,2869,2155,1651,1897,1725,1899,-747,144,204
132521268512569496,2884,2137,1608,1908,1691,1885,-747,144,204
132521268512751783,2892,2170,1579,1910,1671,1874,-747,144,204
132521268512868623,2843,2183,1550,1908,1710,1879,-747,144,204
132521268513444895,2841,2257,1541,1911,1738,1879,-745,149,217
132521268513454586,2826,2264,1579,1913,1739,1897,-745,149,217
132521268513469163,2824,2222,1531,1932,1751,1901,-745,149,217
132521268513781109,2849,2204,1522,1930,1755,1903,-742,155,216
132521268513941908,2815,2180,1479,1926,1737,1897,-742,155,216
132521268514044581,2813,2185,1469,1917,1735,1894,-742,155,216
132521268514271303,2836,2201,1515,1905,1728,1891,-742,155,216
132521268514451352,2835,2182,1531,1911,1736,1894,-747,144,217
132521268514644885,2819,2175,1547,1922,1744,1885,-747,144,217
132521268514919657,2844,2182,1518,1912,1719,1879,-747,144,217
132521268515169227,2850,2199,1533,1908,1712,1875,-750,150,215
132521268515180910,2841,2192,1563,1915,1724,1877,-750,150,215
132521268515432044,2853,2215,1558,1917,1733,1875,-750,150,215
132521268515694836,2855,2212,1531,1916,1721,1876,-750,150,215
132521268515994612,2865,2228,1529,1906,1710,1873,-753,151,217
132521268516127649,2833,2228,1574,1901,1719,1877,-753,151,217
132521268516144128,2822,2229,1572,1916,1709,1871,-753,151,217
132521268516528795,2842,2204,1542,1919,1684,1867,-738,149,214
132521268516757856,2851,2239,1497,1912,1686,1869,-738,149,214
132521268517001727,2849,2225,1504,1913,1720,1878,-738,149,214
132521268517330136,2838,2258,1554,1912,1740,1885,-738,149,214
132521268517332999,2804,2244,1558,1906,1730,1890,-734,155,222
132521268517466749,2847,2187,1560,1908,1707,1887,-734,155,222
132521268517569318,2833,2223,1527,1926,1706,1886,-734,155,222
132521268517843100,2839,2222,1505,1932,1728,1893,-743,147,227
132521268518030925,2814,2207,1482,1924,1746,1897,-743,147,227
132521268518354846,2831,2200,1511,1913,1750,1901,-743,147,227
132521268518376622,2846,2181,1535,1914,1725,1895,-743,147,227
132521268518596708,2841,2184,1554,1919,1701,1891,-743,147,227
132521268518769675,2847,2204,1531,1933,1709,1883,-743,147,227
132521268519156642,2845,2207,1493,1929,1728,1885,-743,147,227
132521268519166437,2841,2177,1478,1912,1729,1893,-750,152,223
132521268519484524,2853,2171,1516,1914,1743,1893,-750,152,223
132521268519555651,2833,2191,1519,1911,1732,1888,-750,152,223
132521268519847477,2825,2171,1570,1915,1709,1884,-744,152,226
132521268520034484,2835,2195,1561,1930,1708,1881,-744,152,226
132521268520044760,2861,2196,1453,1930,1726,1883,-744,152,226
132521268520595446,2828,2188,1510,1916,1739,1888,-744,152,226
132521268520606273,2783,2195,1528,1914,1736,1886,-738,153,227
132521268520619295,2828,2225,1523,1914,1729,1889,-738,153,227
132521268521046600,2829,2216,1539,1922,1735,1894,-738,153,227
132521268521328765,2811,2205,1511,1928,1753,1893,-738,151,220
132521268521345937,2820,2211,1510,1926,1748,1893,-738,151,220
132521268521770137,2819,2219,1492,1916,1733,1894,-738,151,220
132521268521842643,2827,2213,1494,1917,1752,1894,-738,151,220
132521268521856283,2836,2189,1496,1913,1764,1895,-747,149,230
132521268522130101,2844,2197,1558,1909,1734,1891,-747,149,230
132521268522344462,2819,2206,1554,1911,1706,1886,-747,149,230
132521268522441873,2825,2184,1520,1921,1709,1885,-738,155,232
132521268522742319,2853,2213,1507,1927,1733,1884,-738,155,232
132521268523058449,2841,2200,1510,1921,1732,1885,-738,155,232
132521268523069636,2830,2193,1510,1909,1724,1888,-738,155,232
132521268523291835,2833,2197,1534,1911,1728,1887,-745,158,232
132521268523469822,2843,2227,1516,1916,1734,1886,-745,158,232
132521268523641508,2859,2214,1550,1914,1734,1882,-745,158,232
132521268523781290,2831,2223,1544,1914,1709,1882,-740,158,224
132521268524077701,2822,2208,1532,1923,1707,1884,-740,158,224
132521268524266303,2836,2221,1506,1924,1726,1890,-740,158,224
132521268524370548,2857,2199,1536,1917,1722,1892,-740,158,224
132521268524639275,2844,2184,1586,1911,1700,1891,-744,155,237
132521268524741586,2861,2201,1583,1929,1712,1887,-744,155,237
132521268525080978,2927,2204,1607,1943,1721,1883,-744,155,237
132521268525277412,2972,2203,1696,1933,1718,1879,-742,152,232
132521268525421976,3013,2250,1863,1920,1712,1870,-742,152,232
132521268525642207,3027,2211,2069,1892,1730,1905,-742,152,232
132521268525853938,3123,2246,2367,1907,1734,1917,-742,152,232
132521268525943514,3300,2218,2626,1994,1784,1928,-736,152,239
132521268526242440,3443,2183,2638,2130,1806,1928,-736,152,239
132521268526590509,3584,2197,2628,2203,1737,1920,-736,152,239
132521268526893102,3650,2234,2570,2226,1610,1916,-758,157,196
132521268526966536,3672,2287,2481,2268,1522,1901,-758,157,196
132521268526980928,3716,2360,2364,2327,1555,1884,-758,157,196
132521268527156337,3739,2359,2298,2391,1612,1878,-758,157,196
132521268527344360,3762,2309,2224,2431,1661,1867,-788,146,127
132521268527454198,3821,2319,2199,2454,1626,1859,-788,146,127
132521268527681897,3787,2359,2204,2477,1561,1849,-788,146,127
132521268527993085,3799,2314,2130,2544,1532,1848,-802,153,18
132521268528192249,3787,2234,1970,2603,1564,1838,-802,153,18
132521268528492981,3705,2213,1831,2599,1579,1832,-802,153,18
132521268528564877,3638,2204,1801,2580,1589,1827,-802,153,18
132521268528656186,3535,2199,1837,2543,1603,1821,-741,191,-142
132521268529055762,3385,2337,1879,2537,1546,1795,-741,191,-142
132521268529258212,3259,2401,1853,2540,1532,1812,-741,191,-142
132521268529342891,3169,2370,1765,2531,1608,1844,-639,232,-224
132521268529542090,2996,2344,1735,2497,1661,1878,-639,232,-224
132521268529790409,2857,2283,1698,2476,1661,1891,-639,232,-224
132521268530068069,2691,2199,1649,2442,1631,1889,-639,232,-224
132521268530380199,2563,2147,1578,2398,1592,1873,-582,238,-280
132521268530539861,2384,2167,1496,2335,1579,1885,-582,238,-280
132521268530557392,2203,2138,1411,2293,1602,1871,-582,238,-280
132521268530680029,2019,2141,1360,2202,1615,1875,-526,270,-305
132521268530914428,1886,2081,1417,2112,1649,1899,-526,270,-305
132521268531073306,1846,1982,1494,2071,1697,1886,-526,270,-305
132521268531379644,1816,1996,1566,2025,1721,1854,-526,270,-305
132521268531443444,1822,2002,1679,1963,1704,1836,-498,286,-331
132521268531644294,1797,2051,1803,1905,1687,1826,-498,286,-331
132521268531971837,1742,2106,1845,1882,1725,1848,-498,286,-331
132521268531980534,1739,2166,1848,1869,1770,1859,-481,300,-325
132521268532218204,1701,2163,1751,1862,1769,1865,-481,300,-325
132521268532454529,1799,2180,1741,1790,1725,1855,-481,300,-325
132521268532654809,1855,2209,1841,1714,1704,1878,-481,300,-325
132521268532757122,1969,2167,1911,1684,1733,1898,-492,298,-320
132521268533054390,2003,2122,1928,1682,1781,1911,-492,298,-320
132521268533269520,2069,2138,1936,1680,1810,1916,-492,298,-320
132521268533368001,2148,2143,1961,1639,1808,1923,-530,282,-299
132521268533788440,2307,2109,1926,1607,1729,1901,-530,282,-299
132521268534132533,2440,2081,1793,1587,1678,1894,-530,282,-299
132521268534141502,2463,2051,1710,1568,1749,1914,-530,282,-299
132521268534441458,2594,2131,1821,1503,1793,1911,-530,282,-299
132521268534457190,2715,2153,1939,1466,1773,1917,-530,282,-299
132521268534708643,2855,2071,1885,1467,1710,1917,-530,282,-299
132521268534882476,3055,2056,1851,1442,1744,1910,-621,270,-201
132521268534941763,3052,2077,2056,1369,1792,1927,-621,270,-201
132521268535241723,3058,2240,2170,1383,1722,1917,-621,270,-201
132521268535381580,3205,2161,2114,1443,1677,1959,-685,254,-141
132521268535678755,3360,2112,2115,1440,1804,1976,-685,254,-141
132521268535732730,3214,2091,2040,1479,1838,1995,-685,254,-141
132521268535959763,3378,2065,1963,1489,1857,1997,-685,254,-141
132521268536141964,3452,2104,2132,1442,1906,1999,-753,231,-55
132521268536392886,3473,2123,2304,1448,1903,1976,-753,231,-55
132521268536654973,3537,2085,2290,1521,1853,1962,-753,231,-55
132521268536858090,3504,2067,2181,1531,1871,1952,-789,194,38
132521268536894184,3437,2110,2179,1532,1856,1923,-789,194,38
132521268537152049,3329,2136,2149,1538,1815,1918,-789,194,38
132521268537709005,3365,2178,2159,1571,1822,1931,-789,194,38
132521268537867837,3408,2183,2129,1611,1899,1944,-779,180,118
132521268537889299,3372,2131,2162,1624,1931,1915,-779,180,118
132521268537908817,3273,2176,2154,1618,1778,1897,-779,180,118
132521268538054139,3210,2131,2127,1647,1657,1885,-766,167,163
132521268538330634,3157,2185,2131,1712,1663,1879,-766,167,163
132521268538543556,3058,2191,2045,1780,1699,1869,-766,167,163
132521268538682360,3007,2220,1950,1839,1709,1872,-766,167,163
132521268538915042,3042,2226,1856,1848,1706,1884,-752,170,208
132521268539133859,3043,2222,1826,1810,1702,1902,-752,170,208
132521268539267550,2972,2191,1847,1799,1748,1935,-752,170,208
132521268539366618,2932,2159,1823,1825,1809,1953,-739,163,224
132521268539643343,2924,2141,1792,1837,1849,1960,-739,163,224
132521268539783369,2954,2156,1799,1844,1854,1957,-739,163,224
132521268539972960,3016,2144,1847,1842,1822,1957,-739,163,224
132521268540254746,2945,2130,1845,1854,1791,1949,-741,157,228
132521268540454527,2934,2105,1825,1895,1770,1935,-741,157,228
132521268540742409,2927,2107,1747,1920,1731,1909,-741,157,228
132521268541092394,2900,2156,1740,1924,1715,1894,-733,150,232
132521268541344365,2892,2219,1692,1917,1725,1891,-733,150,232
132521268541354475,2864,2209,1684,1930,1726,1902,-733,150,232
132521268541653059,2861,2204,1632,1954,1725,1906,-733,150,232
132521268541966270,2891,2168,1556,1964,1719,1909,-742,150,224
132521268542183536,2891,2150,1498,1951,1720,1905,-742,150,224
132521268542254239,2893,2173,1505,1925,1723,1892,-742,150,224
132521268542280286,2864,2159,1548,1915,1711,1888,-747,140,221
132521268542342485,2849,2187,1535,1918,1704,1882,-747,140,221
132521268542641550,2845,2215,1522,1925,1724,1890,-747,140,221
132521268542815802,2862,2183,1524,1927,1751,1888,-747,140,221
132521268542943177,2847,2193,1527,1910,1748,1882,-740,146,233
132521268543254583,2829,2184,1558,1908,1732,1885,-740,146,233
132521268543451419,2825,2179,1599,1914,1723,1886,-740,146,233
132521268543542695,2850,2167,1594,1934,1729,1884,-741,144,225
132521268543949558,2853,2183,1524,1954,1735,1877,-741,144,225
132521268543953670,2845,2203,1506,1941,1725,1869,-741,144,225
132521268544092842,2813,2237,1501,1935,1717,1874,-741,144,225
132521268544352773,2816,2221,1477,1927,1729,1875,-738,150,224
132521268544655254,2821,2244,1505,1922,1746,1884,-738,150,224
132521268544669092,2803,2234,1505,1912,1747,1888,-738,150,224
132521268544966834,2805,2235,1532,1911,1739,1890,-746,147,220
132521268545255624,2815,2220,1532,1912,1740,1892,-746,147,220
132521268545454179,2830,2205,1546,1921,1743,1895,-746,147,220
132521268545468769,2848,2232,1496,1919,1733,1891,-746,147,220
132521268545729789,2813,2191,1537,1906,1730,1889,-745,150,224
132521268545843123,2829,2196,1550,1908,1741,1892,-745,150,224
132521268546268268,2848,2206,1520,1916,1746,1886,-745,150,224
132521268546278634,2827,2183,1552,1912,1741,1889,-744,153,231
132521268546443390,2834,2200,1548,1907,1731,1887,-744,153,231
132521268546767655,2827,2209,1590,1916,1727,1890,-744,153,231
132521268546929548,2821,2211,1548,1923,1729,1892,-744,153,231
132521268547230374,2839,2182,1554,1922,1731,1892,-740,155,219
132521268547609097,2835,2215,1519,1924,1732,1887,-740,155,219
132521268547629254,2831,2223,1532,1915,1724,1890,-740,155,219
132521268547642920,2837,2233,1561,1914,1719,1895,-744,155,227
132521268547949266,2841,2198,1566,1924,1732,1895,-744,155,227
132521268548178088,2825,2171,1517,1928,1736,1889,-744,155,227
132521268548455672,2847,2199,1521,1922,1731,1888,-744,155,227
132521268548767873,2835,2215,1517,1915,1732,1893,-744,155,227
132521268549055048,2844,2192,1515,1914,1741,1900,-744,155,227
132521268549069023,2838,2173,1539,1914,1750,1898,-744,155,227
132521268549167092,2833,2191,1558,1915,1739,1892,-735,142,224
132521268549186489,2837,2201,1561,1917,1719,1890,-735,142,224
132521268549445022,2845,2218,1555,1926,1725,1894,-735,142,224
132521268549828172,2827,2201,1474,1927,1742,1892,-737,148,228
132521268549843178,2814,2202,1469,1915,1749,1900,-737,148,228
132521268549953987,2854,2192,1530,1901,1740,1900,-737,148,228
132521268550217768,2844,2210,1572,1906,1724,1894,-737,148,228
132521268550471233,2845,2177,1554,1921,1729,1889,-737,149,238
132521268550555910,2830,2197,1519,1924,1729,1888,-737,149,238
132521268550828577,2839,2200,1472,1915,1728,1887,-737,149,238
132521268551070600,2827,2223,1525,1904,1727,1889,-734,146,224
132521268551231732,2826,2203,1515,1907,1729,1891,-734,146,224
132521268551371385,2848,2203,1522,1915,1743,1894,-734,146,224
132521268551571011,2842,2183,1557,1916,1749,1894,-734,146,224
132521268551794337,2851,2163,1512,1913,1723,1884,-730,141,229
132521268552044367,2827,2191,1530,1912,1703,1881,-730,141,229
132521268552054791,2834,2221,1522,1915,1724,1882,-730,141,229
132521268552344533,2836,2228,1498,1915,1746,1886,-742,149,230
132521268552681169,2824,2199,1508,1908,1741,1888,-742,149,230
132521268552693463,2851,2206,1531,1903,1718,1883,-742,149,230
132521268552943992,2825,2226,1568,1912,1713,1884,-742,149,230
132521268553230952,2830,2229,1568,1927,1724,1887,-739,151,242
132521268553544172,2871,2227,1558,1926,1724,1889,-739,151,242
132521268553756921,2832,2190,1575,1911,1707,1892,-739,151,242
132521268553769795,2872,2186,1585,1917,1688,1881,-741,146,235
132521268554029868,2888,2204,1641,1924,1700,1887,-741,146,235
132521268554243923,2948,2204,1681,1942,1723,1891,-741,146,235
132521268554340967,2963,2226,1745,1936,1744,1900,-741,146,235
132521268554593583,2948,2191,1822,1910,1754,1914,-739,143,235
132521268554752044,2995,2224,1952,1923,1761,1922,-739,143,235
132521268554855714,3036,2210,2032,1960,1746,1921,-739,143,235
132521268555243552,3095,2179,2047,2017,1723,1913,-737,149,231
132521268555317802,3134,2169,2076,2058,1700,1890,-737,149,231
132521268555471062,3147,2160,2048,2079,1630,1865,-737,149,231
132521268556043608,3190,2219,2041,2112,1581,1861,-737,149,231
132521268556056239,3208,2260,2044,2160,1630,1864,-752,142,207
132521268556321377,3292,2220,2051,2186,1744,1882,-752,142,207
132521268556472942,3303,2174,2061,2187,1740,1876,-752,142,207
132521268556487478,3362,2229,2135,2182,1662,1860,-773,151,160
132521268556694776,3346,2283,2208,2215,1631,1854,-773,151,160
132521268556859240,3434,2285,2210,2267,1686,1860,-773,151,160
132521268556981527,3469,2273,2201,2309,1714,1861,-773,151,160
132521268557215956,3429,2394,2213,2320,1640,1856,-792,154,87
132521268557478318,3463,2401,2243,2355,1584,1886,-792,154,87
132521268557566517,3507,2331,2209,2426,1681,1914,-792,154,87
132521268557831178,3467,2305,2177,2469,1764,1935,-799,162,-23
132521268558054177,3478,2274,2109,2486,1758,1947,-799,162,-23
132521268558154855,3493,2239,2119,2467,1693,1954,-799,162,-23
132521268558430518,3398,2199,2172,2464,1659,1934,-799,162,-23
132521268558567187,3383,2308,2154,2502,1600,1905,-746,163,-156
132521268558744826,3297,2326,2074,2510,1584,1901,-746,163,-156
132521268559044832,3191,2356,2021,2527,1587,1909,-746,163,-156
132521268559203527,3108,2305,1886,2535,1601,1924,-669,180,-249
132521268559466745,3028,2217,1824,2492,1618,1926,-669,180,-249
132521268559745049,2929,2236,1885,2403,1542,1912,-669,180,-249
132521268559769565,2771,2287,1973,2347,1461,1908,-669,180,-249
132521268560051967,2625,2245,1983,2366,1509,1906,-607,210,-286
132521268560347106,2504,2144,1907,2391,1636,1914,-607,210,-286
132521268560644621,2440,2108,1755,2378,1726,1938,-607,210,-286
132521268560655870,2245,2115,1681,2291,1711,1914,-547,226,-329
132521268560744613,2132,2037,1699,2185,1617,1903,-547,226,-329
132521268561119350,2025,2015,1772,2113,1549,1880,-547,226,-329
132521268561130492,1994,2021,1761,2090,1583,1863,-547,226,-329
132521268561296907,1854,1971,1709,2087,1659,1865,-512,250,-350
132521268561552984,1803,1984,1595,2064,1715,1843,-512,250,-350
132521268561732095,1774,2029,1630,1986,1731,1845,-512,250,-350
132521268561931198,1740,2079,1673,1903,1689,1841,-480,268,-359
132521268562128959,1719,2085,1701,1856,1647,1849,-480,268,-359
132521268562431711,1626,2134,1611,1844,1700,1869,-480,268,-359
132521268562441389,1695,2093,1536,1836,1830,1884,-480,268,-359
132521268562778229,1821,2079,1511,1755,1855,1866,-490,274,-345
132521268563142660,1858,2159,1632,1649,1747,1873,-490,274,-345
132521268563154822,2006,2167,1686,1618,1741,1883,-490,274,-345
132521268563480354,2097,2124,1688,1590,1830,1894,-519,263,-333
132521268563741421,2177,2134,1690,1565,1869,1888,-519,263,-333
132521268563755450,2349,2237,1762,1513,1800,1881,-519,263,-333
132521268563978390,2562,2206,1829,1488,1815,1898,-519,263,-333
132521268564141321,2684,2144,1878,1471,1916,1900,-519,263,-333
132521268564358394,2798,2231,2007,1437,1919,1882,-519,263,-333
132521268564493554,2927,2216,2075,1431,1806,1851,-519,263,-333
132521268564567661,3131,2153,2126,1416,1749,1843,-634,213,-246
132521268565041710,3119,2160,2187,1390,1766,1854,-634,213,-246
132521268565056021,3120,2225,2191,1434,1734,1846,-634,213,-246
132521268565167301,3293,2279,2182,1423,1767,1879,-677,204,-194
132521268565441363,3283,2241,2216,1400,1767,1897,-677,204,-194
132521268565732485,3318,2200,2193,1421,1733,1898,-677,204,-194
132521268565931394,3389,2212,2303,1419,1798,1921,-677,204,-194
132521268566055942,3355,2190,2324,1455,1831,1920,-761,200,-99
132521268566358680,3368,2170,2261,1509,1816,1919,-761,200,-99
132521268566641471,3388,2142,2267,1516,1829,1931,-761,200,-99
132521268566679199,3401,2162,2228,1534,1796,1911,-795,187,5
132521268567081785,3351,2136,2172,1560,1755,1910,-795,187,5
132521268567366233,3335,2155,2151,1571,1783,1912,-795,187,5
132521268567656142,3282,2211,2175,1577,1817,1915,-795,187,5
132521268567807876,3345,2197,2143,1607,1797,1916,-795,166,85
132521268567834365,3337,2140,2110,1639,1794,1896,-795,166,85
132521268567853945,3228,2163,2103,1656,1803,1892,-795,166,85
132521268567943424,3141,2191,2068,1681,1786,1881,-775,169,158
132521268568255359,3077,2205,2015,1696,1730,1885,-775,169,158
132521268568438930,3129,2218,1975,1748,1740,1894,-775,169,158
132521268568455846,3099,2177,1912,1764,1808,1901,-775,169,158
132521268568885614,3051,2166,1871,1752,1764,1889,-752,162,181
132521268568955904,3014,2182,1891,1724,1657,1896,-752,162,181
132521268569066531,2945,2207,1933,1744,1670,1898,-752,162,181
132521268569370421,2966,2246,1916,1823,1756,1893,-738,158,226
132521268569466583,2923,2205,1795,1876,1810,1905,-738,158,226
132521268569942324,2943,2216,1731,1883,1805,1924,-738,158,226
132521268569970631,2919,2178,1676,1852,1781,1923,-738,158,226
132521268570056793,2937,2167,1716,1833,1760,1915,-737,159,230
132521268570342566,2964,2121,1789,1841,1761,1924,-737,159,230
132521268570642400,2933,2110,1796,1878,1753,1903,-737,159,230
132521268570656742,2942,2114,1714,1898,1705,1880,-741,161,239
132521268570942297,2932,2121,1616,1884,1646,1866,-741,161,239
132521268571180721,2890,2179,1612,1880,1648,1859,-741,161,239
132521268571241967,2891,2191,1611,1883,1694,1863,-741,161,239
132521268571573261,2873,2200,1539,1881,1737,1883,-727,157,250
132521268571842043,2841,2199,1552,1859,1740,1917,-727,157,250
132521268571964072,2877,2192,1565,1871,1749,1922,-727,157,250
132521268572156660,2832,2123,1596,1880,1793,1923,-731,142,254
132521268572367107,2859,2162,1584,1914,1813,1908,-731,142,254
132521268572470052,2861,2181,1529,1918,1771,1898,-731,142,254
132521268572858434,2813,2215,1520,1903,1734,1900,-731,142,254
132521268573056769,2821,2226,1540,1909,1751,1904,-723,153,249
132521268573072017,2819,2214,1559,1924,1790,1910,-723,153,249
132521268573173417,2802,2188,1471,1929,1766,1907,-723,153,249
132521268573455215,2813,2180,1441,1919,1747,1903,-734,154,250
132521268573592628,2839,2194,1457,1911,1745,1898,-734,154,250
132521268573873761,2815,2206,1435,1918,1757,1900,-734,154,250
132521268574267385,2824,2175,1433,1918,1767,1897,-734,154,250
132521268574278075,2805,2158,1467,1902,1738,1899,-731,151,252
132521268574544289,2808,2181,1480,1905,1736,1899,-731,151,252
132521268574853861,2857,2170,1497,1917,1741,1895,-731,151,252
132521268574857588,2835,2155,1452,1924,1736,1881,-731,145,252
132521268574992671,2816,2188,1430,1918,1700,1870,-731,145,252
132521268575215217,2809,2237,1456,1903,1694,1871,-731,145,252
132521268575373938,2816,2242,1471,1908,1727,1883,-731,145,252
132521268575544540,2801,2239,1457,1915,1748,1893,-722,150,248
132521268575842938,2822,2213,1480,1919,1742,1895,-722,150,248
132521268575906976,2832,2193,1522,1920,1731,1892,-722,150,248
132521268576157258,2818,2172,1515,1918,1724,1889,-728,153,256
132521268576344005,2815,2206,1487,1931,1739,1885,-728,153,256
132521268576529045,2832,2217,1445,1926,1744,1887,-728,153,256
132521268576757269,2819,2188,1461,1912,1731,1891,-728,153,256
132521268576892979,2812,2226,1489,1914,1727,1893,-721,152,247
132521268577143382,2798,2200,1483,1918,1733,1890,-721,152,247
132521268577379205,2783,2189,1464,1920,1732,1890,-721,152,247
132521268577442914,2809,2197,1447,1922,1728,1890,-727,152,256
132521268577767566,2814,2193,1423,1922,1725,1888,-727,152,256
132521268578043146,2811,2184,1444,1919,1727,1888,-727,152,256
132521268578344422,2826,2183,1463,1916,1722,1883,-727,152,256
132521268578543295,2808,2203,1489,1918,1716,1880,-727,152,256
132521268578553235,2817,2209,1457,1921,1715,1881,-727,152,256
132521268578767477,2820,2202,1463,1921,1718,1886,-727,152,256
